market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
PBTC-USDC,2021-03-07T07:00:00.000Z,0.000000025498755883,0.0007343641694304,0.00000002549875588394,0.000734364169457489
