market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
PBTC-USDC,2021-03-10T12:00:00.000Z,0.000000067542271996,0.0019452174334848,0.00000006754227199617,0.00194521743348974
