market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
PBTC-USDC,2021-03-07T12:00:00.000Z,0.000000012360198687,0.0003559737221856,0.00000001236019868787,0.000355973722210664
