market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
PBTC-USDC,2021-03-08T10:00:00.000Z,0.000000044259455299,0.0012746723126112,0.00000004425945529932,0.00127467231262044
