market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
PBTC-USDC,2021-03-09T00:00:00.000Z,0.000000032110620927,0.0009247858826976,0.00000003211062092793,0.000924785882724517
