market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
PBTC-USDC,2021-03-08T12:00:00.000Z,0.000000042191876798,0.0012151260517824,0.00000004219187679811,0.00121512605178565
