market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
PBTC-USDC,2021-03-10T05:00:00.000Z,0.000000011677188353,0.0003363030245664,0.00000001167718835338,0.000336303024577275
