market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
PBTC-USDC,2021-03-08T20:00:00.000Z,0.0000000381649312,0.00109915001856,0.00000003816493120051,0.00109915001857472
