market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
PBTC-USDC,2021-03-08T13:00:00.000Z,0.000000039739130684,0.0011444869636992,0.00000003973913068496,0.00114448696372672
