market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
PBTC-USDC,2021-03-08T01:00:00.000Z,0.000000055339843139,0.0015937874824032,0.00000005533984313938,0.00159378748241407
