market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
WETH-PUSD,2021-03-08T15:00:00.000Z,0.000000033501316875,0.000964837926,0.00000003350131687512,0.000964837926003453
