market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
WETH-PUSD,2021-03-09T01:00:00.000Z,0.000000033171644975,0.00095534337528,0.00000003317164497556,0.000955343375296194
