market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
WETH-PUSD,2021-03-07T01:00:00.000Z,0.000000009865718585,0.000284132695248,0.00000000986571858505,0.000284132695249333
