market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
WETH-PUSD,2021-03-06T22:00:00.000Z,0.000000015035439645,0.000433020661776,0.0000000150354396455,0.000433020661790453
