market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
WETH-PUSD,2021-03-08T16:00:00.000Z,0.000000027373390301,0.0007883536406688,0.00000002737339030166,0.000788353640687837
