market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
WETH-PUSD,2021-03-09T03:00:00.000Z,0.000000036865686289,0.0010617317651232,0.0000000368656862893,0.00106173176513171
