market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
WETH-PUSD,2021-03-09T23:00:00.000Z,0.000000041769533219,0.0012029625567072,0.00000004176953321924,0.00120296255671412
