market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
WETH-PUSD,2021-03-07T05:00:00.000Z,0.000000019414704259,0.0005591434826592,0.00000001941470425908,0.000559143482661475
