market,effectiveAt,fundingRate,fundingRate8Hr,averagePremiumComponent,averagePremiumComponent8Hr
WETH-PUSD,2021-03-09T08:00:00.000Z,0.000000034324765223,0.0009885532384224,0.00000003432476522369,0.000988553238442353
